timestamp,trading_equity,buy_hold_equity
2024-01-04T16:53:00+00:00,10000.00,9555.60
2024-01-04T17:23:00+00:00,10000.00,9552.48
2024-01-04T17:53:00+00:00,10000.00,9543.60
2024-01-04T18:23:00+00:00,10000.00,9550.08
2024-01-04T18:53:00+00:00,10000.00,9551.76
2024-01-04T19:23:00+00:00,10000.00,9533.76
2024-01-04T19:53:00+00:00,10000.00,9534.72
2024-01-04T20:23:00+00:00,10000.00,9534.48
2024-01-04T20:53:00+00:00,10000.00,9513.84
2024-01-04T21:23:00+00:00,10000.00,9512.42
2024-01-04T21:54:00+00:00,10000.00,9512.40
2024-01-04T22:46:00+00:00,10000.00,9511.92
2024-01-04T23:25:00+00:00,10000.00,9521.76
2024-01-05T00:08:00+00:00,10000.00,9518.16
2024-01-05T00:55:00+00:00,10000.00,9519.84
2024-01-05T09:41:00+00:00,10000.00,9486.00
2024-01-05T10:30:00+00:00,10000.00,9477.36
2024-01-05T11:12:00+00:00,10000.00,9480.48
2024-01-05T12:02:00+00:00,10000.00,9480.00
2024-01-05T12:36:00+00:00,10000.00,9484.56
2024-01-05T13:10:00+00:00,10000.00,9480.00
2024-01-05T13:40:00+00:00,10000.00,9462.48
2024-01-05T14:10:00+00:00,10000.00,9499.68
2024-01-05T14:40:00+00:00,10000.00,9520.80
2024-01-05T15:10:00+00:00,10000.00,9568.80
2024-01-05T15:40:00+00:00,10000.00,9574.08
2024-01-05T16:10:00+00:00,10000.00,9576.00
2024-01-05T16:40:00+00:00,10000.00,9554.76
2024-01-05T17:10:00+00:00,10000.00,9524.40
2024-01-05T17:40:00+00:00,10000.00,9527.52
2024-01-05T18:10:00+00:00,10000.00,9518.64
2024-01-05T18:40:00+00:00,10000.00,9539.64
2024-01-05T19:10:00+00:00,10000.00,9547.92
2024-01-05T19:40:00+00:00,10000.00,9523.20
2024-01-05T20:10:00+00:00,10000.00,9497.78
2024-01-05T20:40:00+00:00,10000.00,9500.04
2024-01-05T21:10:00+00:00,10000.00,9524.16
2024-01-05T21:41:00+00:00,10000.00,9520.32
2024-01-05T22:19:00+00:00,10000.00,9522.72
2024-01-05T23:25:00+00:00,10000.00,9523.92
2024-01-06T00:57:00+00:00,10000.00,9525.60
2024-01-08T09:36:00+00:00,10000.00,9479.28
2024-01-08T10:19:00+00:00,10000.00,9504.72
2024-01-08T11:07:00+00:00,10000.00,9496.80
2024-01-08T11:45:00+00:00,10000.00,9524.40
2024-01-08T12:22:00+00:00,10000.00,9526.56
2024-01-08T12:55:00+00:00,10000.00,9525.60
2024-01-08T13:26:00+00:00,10000.00,9542.16
2024-01-08T13:56:00+00:00,10000.00,9529.92
2024-01-08T14:26:00+00:00,10000.00,9545.28
2024-01-08T14:56:00+00:00,10000.00,9595.68
2024-01-08T15:26:00+00:00,10000.00,9623.40
2024-01-08T15:56:00+00:00,10000.00,9639.83
2024-01-08T16:26:00+00:00,10000.00,9628.80
2024-01-08T16:56:00+00:00,10000.00,9634.56
2024-01-08T17:26:00+00:00,10000.00,9648.96
2024-01-08T17:56:00+00:00,10000.00,9666.48
2024-01-08T18:26:00+00:00,10000.00,9670.32
2024-01-08T18:56:00+00:00,10000.00,9681.00
2024-01-08T19:26:00+00:00,10000.00,9691.70
2024-01-08T19:56:00+00:00,10000.00,9707.77
2024-01-08T20:26:00+00:00,10000.00,9709.20
2024-01-08T20:56:00+00:00,10000.00,9718.56
2024-01-08T21:26:00+00:00,10000.00,9714.48
2024-01-08T21:58:00+00:00,10000.00,9711.84
2024-01-08T22:34:00+00:00,10000.00,9713.76
2024-01-08T23:15:00+00:00,10000.00,9710.64
2024-01-08T23:53:00+00:00,10000.00,9710.64
2024-01-09T00:31:00+00:00,10000.00,9711.36
2024-01-09T09:06:00+00:00,10000.00,9687.60
2024-01-09T09:43:00+00:00,10000.00,9682.08
2024-01-09T10:22:00+00:00,10000.00,9685.20
2024-01-09T11:09:00+00:00,10000.00,9672.72
2024-01-09T11:43:00+00:00,10000.00,9664.56
2024-01-09T12:13:00+00:00,10000.00,9667.44
2024-01-09T12:43:00+00:00,10000.00,9671.28
2024-01-09T13:13:00+00:00,10000.00,9671.52
2024-01-09T13:43:00+00:00,10000.00,9644.87
2024-01-09T14:13:00+00:00,10000.00,9649.18
2024-01-09T14:43:00+00:00,10000.00,9650.16
2024-01-09T15:13:00+00:00,10000.00,9678.48
2024-01-09T15:43:00+00:00,10000.00,9691.41
2024-01-09T16:13:00+00:00,10000.00,9697.32
2024-01-09T16:43:00+00:00,10000.00,9711.60
2024-01-09T17:13:00+00:00,10000.00,9738.74
2024-01-09T17:43:00+00:00,10000.00,9739.20
2024-01-09T18:13:00+00:00,10000.00,9751.56
2024-01-09T18:43:00+00:00,10000.00,9727.44
2024-01-09T19:13:00+00:00,10000.00,9740.88
2024-01-09T19:43:00+00:00,10000.00,9727.68
2024-01-09T20:13:00+00:00,10000.00,9731.76
2024-01-09T20:43:00+00:00,10000.00,9721.32
2024-01-09T21:13:00+00:00,10000.00,9739.20
2024-01-09T21:43:00+00:00,10000.00,9738.24
2024-01-09T22:22:00+00:00,10000.00,9734.40
2024-01-09T23:29:00+00:00,10000.00,9735.12
2024-01-10T00:07:00+00:00,10000.00,9749.04
2024-01-10T00:47:00+00:00,10000.00,9743.76
2024-01-10T09:22:00+00:00,10000.00,9775.20
2024-01-10T10:02:00+00:00,10000.00,9777.60
2024-01-10T10:45:00+00:00,10000.00,9768.00
2024-01-10T11:28:00+00:00,10000.00,9760.08
2024-01-10T12:03:00+00:00,10000.00,9755.76
2024-01-10T12:37:00+00:00,10000.00,9755.04
2024-01-10T13:10:00+00:00,10000.00,9748.08
2024-01-10T13:40:00+00:00,10000.00,9737.52
2024-01-10T14:10:00+00:00,10000.00,9733.44
2024-01-10T14:40:00+00:00,10000.00,9754.32
2024-01-10T15:10:00+00:00,10000.00,9741.36
2024-01-10T15:40:00+00:00,10000.00,9761.04
2024-01-10T16:10:00+00:00,10000.00,9768.72
2024-01-10T16:40:00+00:00,10000.00,9765.60
2024-01-10T17:10:00+00:00,10000.00,9769.44
2024-01-10T17:40:00+00:00,10000.00,9781.92
2024-01-10T18:10:00+00:00,10000.00,9779.28
2024-01-10T18:40:00+00:00,10000.00,9791.40
2024-01-10T19:10:00+00:00,10000.00,9801.72
2024-01-10T19:40:00+00:00,10000.00,9810.72
2024-01-10T20:10:00+00:00,10000.00,9824.92
2024-01-10T20:40:00+00:00,10000.00,9800.88
2024-01-10T21:10:00+00:00,10000.00,9807.84
2024-01-10T21:40:00+00:00,10000.00,9810.48
2024-01-10T22:16:00+00:00,10000.00,9812.88
2024-01-10T23:02:00+00:00,10000.00,9807.84
2024-01-10T23:47:00+00:00,10000.00,9815.76
2024-01-11T00:27:00+00:00,10000.00,9817.20
2024-01-11T09:00:00+00:00,10000.00,9868.56
2024-01-11T09:34:00+00:00,10000.00,9847.44
2024-01-11T10:21:00+00:00,10000.00,9846.48
2024-01-11T11:10:00+00:00,10000.00,9853.92
2024-01-11T11:53:00+00:00,10000.00,9846.72
2024-01-11T12:26:00+00:00,10000.00,9848.88
2024-01-11T12:57:00+00:00,10000.00,9847.20
2024-01-11T13:28:00+00:00,10000.00,9855.12
2024-01-11T13:58:00+00:00,10000.00,9793.92
2024-01-11T14:28:00+00:00,10000.00,9834.00
2024-01-11T14:58:00+00:00,10000.00,9816.72
2024-01-11T15:28:00+00:00,10000.00,9780.84
2024-01-11T15:58:00+00:00,10000.00,9762.72
2024-01-11T16:28:00+00:00,10000.00,9726.24
2024-01-11T16:36:00+00:00,9999.00,12356.60
2024-01-11T16:58:00+00:00,9999.00,9716.40
2024-01-11T17:28:00+00:00,9999.00,9725.28
2024-01-11T17:58:00+00:00,9999.00,9753.12
2024-01-11T18:28:00+00:00,9999.00,9784.08
2024-01-11T18:58:00+00:00,9999.00,9806.81
2024-01-11T19:28:00+00:00,9999.00,9809.28
2024-01-11T19:58:00+00:00,9999.00,9830.16
2024-01-11T20:28:00+00:00,9999.00,9816.96
2024-01-11T20:58:00+00:00,9999.00,9826.92
2024-01-11T21:28:00+00:00,9999.00,9822.94
2024-01-11T22:02:00+00:00,9999.00,9820.80
2024-01-11T22:55:00+00:00,9999.00,9816.24
2024-01-11T23:36:00+00:00,9999.00,9816.96
2024-01-12T00:11:00+00:00,9999.00,9819.36
2024-01-12T00:50:00+00:00,9999.00,9812.88
2024-01-12T09:21:00+00:00,9999.00,9820.80
2024-01-12T10:07:00+00:00,9999.00,9801.36
2024-01-12T10:55:00+00:00,9999.00,9799.44
2024-01-12T11:38:00+00:00,9999.00,9795.12
2024-01-12T12:08:00+00:00,9999.00,9788.16
2024-01-12T12:41:00+00:00,9999.00,9799.68
2024-01-12T13:13:00+00:00,9999.00,9787.92
2024-01-12T13:43:00+00:00,9999.00,9820.80
2024-01-12T14:13:00+00:00,9999.00,9824.16
2024-01-12T14:43:00+00:00,9999.00,9860.64
2024-01-12T15:13:00+00:00,9999.00,9822.72
2024-01-12T15:43:00+00:00,9999.00,9819.12
2024-01-12T16:13:00+00:00,9999.00,9830.88
2024-01-12T16:43:00+00:00,9999.00,9812.88
2024-01-12T17:13:00+00:00,9999.00,9809.16
2024-01-12T17:43:00+00:00,9999.00,9812.04
2024-01-12T18:13:00+00:00,9999.00,9828.00
2024-01-12T18:43:00+00:00,9999.00,9829.70
2024-01-12T19:13:00+00:00,9999.00,9839.88
2024-01-12T19:43:00+00:00,9999.00,9822.96
2024-01-12T20:13:00+00:00,9999.00,9816.24
2024-01-12T20:43:00+00:00,9999.00,9824.88
2024-01-12T21:13:00+00:00,9999.00,9824.16
2024-01-12T21:46:00+00:00,9999.00,9818.64
2024-01-12T22:31:00+00:00,9999.00,9819.60
2024-01-13T00:39:00+00:00,9999.00,9816.00
2024-01-16T09:23:00+00:00,9999.00,9764.16
2024-01-16T10:25:00+00:00,9999.00,9758.40
2024-01-16T11:17:00+00:00,9999.00,9765.60
2024-01-16T11:54:00+00:00,9999.00,9781.92
2024-01-16T12:26:00+00:00,9999.00,9780.00
2024-01-16T12:56:00+00:00,9999.00,9794.88
2024-01-16T13:27:00+00:00,9999.00,9779.28
2024-01-16T13:57:00+00:00,9999.00,9783.12
2024-01-16T14:27:00+00:00,9999.00,9792.97
2024-01-16T14:57:00+00:00,9999.00,9790.80
2024-01-16T15:27:00+00:00,9999.00,9844.08
2024-01-16T15:57:00+00:00,9999.00,9859.80
2024-01-16T16:27:00+00:00,9999.00,9853.20
2024-01-16T16:57:00+00:00,9999.00,9815.28
2024-01-16T17:27:00+00:00,9999.00,9807.12
2024-01-16T17:57:00+00:00,9999.00,9790.08
2024-01-16T18:27:00+00:00,9999.00,9800.64
2024-01-16T18:57:00+00:00,9999.00,9787.92
2024-01-16T19:27:00+00:00,9999.00,9787.69
2024-01-16T19:57:00+00:00,9999.00,9806.40
2024-01-16T20:27:00+00:00,9999.00,9809.28
2024-01-16T20:57:00+00:00,9999.00,9823.56
2024-01-16T21:27:00+00:00,9999.00,9831.12
2024-01-16T21:57:00+00:00,9999.00,9835.20
2024-01-16T22:41:00+00:00,9999.00,9834.96
2024-01-16T23:32:00+00:00,9999.00,9832.80
2024-01-17T00:23:00+00:00,9999.00,9826.56
2024-01-17T09:05:00+00:00,9999.00,9751.44
2024-01-17T09:41:00+00:00,9999.00,9768.00
2024-01-17T10:19:00+00:00,9999.00,9777.36
2024-01-17T11:01:00+00:00,9999.00,9778.56
2024-01-17T11:40:00+00:00,9999.00,9785.52
2024-01-17T12:15:00+00:00,9999.00,9787.20
2024-01-17T12:47:00+00:00,9999.00,9783.36
2024-01-17T13:17:00+00:00,9999.00,9777.60
2024-01-17T13:47:00+00:00,9999.00,9741.84
2024-01-17T14:17:00+00:00,9999.00,9756.00
2024-01-17T14:47:00+00:00,9999.00,9689.28
2024-01-17T15:17:00+00:00,9999.00,9696.00
2024-01-17T15:47:00+00:00,9999.00,9723.36
2024-01-17T16:17:00+00:00,9999.00,9732.84
2024-01-17T16:47:00+00:00,9999.00,9748.32
2024-01-17T17:17:00+00:00,9999.00,9739.56
2024-01-17T17:47:00+00:00,9999.00,9724.56
2024-01-17T18:17:00+00:00,9999.00,9722.76
2024-01-17T18:47:00+00:00,9999.00,9701.76
2024-01-17T19:17:00+00:00,9999.00,9714.96
2024-01-17T19:47:00+00:00,9999.00,9754.56
2024-01-17T20:17:00+00:00,9999.00,9739.20
2024-01-17T20:47:00+00:00,9999.00,9757.20
2024-01-17T21:17:00+00:00,9999.00,9769.20
2024-01-17T21:50:00+00:00,9999.00,9768.96
2024-01-17T22:29:00+00:00,9999.00,9767.28
2024-01-17T23:14:00+00:00,9999.00,9758.40
2024-01-18T00:00:00+00:00,9999.00,9763.20
2024-01-18T00:45:00+00:00,9999.00,9767.52
2024-01-18T09:17:00+00:00,9999.00,9802.80
2024-01-18T09:51:00+00:00,9999.00,9806.88
2024-01-18T10:39:00+00:00,9999.00,9807.84
2024-01-18T11:15:00+00:00,9999.00,9831.60
2024-01-18T11:48:00+00:00,9999.00,9846.24
2024-01-18T12:18:00+00:00,9999.00,9853.20
2024-01-18T12:48:00+00:00,9999.00,9863.52
2024-01-18T13:18:00+00:00,9999.00,9862.32
2024-01-18T13:48:00+00:00,9999.00,9846.48
2024-01-18T14:18:00+00:00,9999.00,9861.60
2024-01-18T14:48:00+00:00,9999.00,9873.84
2024-01-18T15:18:00+00:00,9999.00,9870.72
2024-01-18T15:48:00+00:00,9999.00,9893.28
2024-01-18T16:18:00+00:00,9999.00,9893.52
2024-01-18T16:48:00+00:00,9999.00,9895.46
2024-01-18T17:18:00+00:00,9999.00,9863.28
2024-01-18T17:48:00+00:00,9999.00,9867.36
2024-01-18T18:18:00+00:00,9999.00,9825.84
2024-01-18T18:48:00+00:00,9999.00,9861.84
2024-01-18T19:18:00+00:00,9999.00,9885.12
2024-01-18T19:48:00+00:00,9999.00,9904.08
2024-01-18T20:18:00+00:00,9999.00,9912.36
2024-01-18T20:48:00+00:00,9999.00,9914.64
2024-01-18T21:18:00+00:00,9999.00,9919.68
2024-01-18T21:49:00+00:00,9999.00,9920.16
2024-01-18T22:24:00+00:00,9999.00,9920.64
2024-01-18T23:06:00+00:00,9999.00,9917.28
2024-01-18T23:50:00+00:00,9999.00,9925.68
2024-01-19T00:23:00+00:00,9999.00,9938.18
2024-01-19T00:55:00+00:00,9999.00,9939.36
2024-01-19T09:25:00+00:00,9999.00,9989.04
2024-01-19T09:56:00+00:00,9999.00,9983.28
2024-01-19T10:33:00+00:00,9999.00,9983.28
2024-01-19T11:12:00+00:00,9999.00,9991.92
2024-01-19T11:49:00+00:00,9999.00,10000.56
2024-01-19T12:20:00+00:00,9999.00,9984.00
2024-01-19T12:50:00+00:00,9999.00,9982.56
2024-01-19T13:20:00+00:00,9999.00,9997.68
2024-01-19T13:50:00+00:00,9999.00,9984.48
2024-01-19T14:20:00+00:00,9999.00,9978.72
2024-01-19T14:50:00+00:00,9999.00,9964.07
2024-01-19T15:20:00+00:00,9999.00,9976.08
2024-01-19T15:50:00+00:00,9999.00,9978.48
2024-01-19T16:20:00+00:00,9999.00,10005.84
2024-01-19T16:50:00+00:00,9999.00,9995.64
2024-01-19T17:20:00+00:00,9999.00,10002.96
2024-01-19T17:50:00+00:00,9999.00,10029.84
2024-01-19T18:20:00+00:00,9999.00,10055.52
2024-01-19T18:50:00+00:00,9999.00,10071.72
2024-01-19T19:20:00+00:00,9999.00,10089.84
2024-01-19T19:50:00+00:00,9999.00,10096.20
2024-01-19T20:20:00+00:00,9999.00,10100.64
2024-01-19T20:50:00+00:00,9999.00,10105.44
2024-01-19T21:20:00+00:00,9999.00,10116.72
2024-01-19T21:50:00+00:00,9999.00,10123.68
2024-01-19T22:24:00+00:00,9999.00,10120.08
2024-01-19T23:07:00+00:00,9999.00,10120.08
2024-01-20T00:11:00+00:00,9999.00,10121.04
2024-01-22T09:01:00+00:00,9999.00,10168.80
2024-01-22T09:34:00+00:00,9999.00,10164.48
2024-01-22T10:05:00+00:00,9999.00,10161.84
2024-01-22T10:42:00+00:00,9999.00,10161.36
2024-01-22T11:22:00+00:00,9999.00,10171.20
2024-01-22T11:57:00+00:00,9999.00,10168.80
2024-01-22T12:27:00+00:00,9999.00,10186.56
2024-01-22T12:57:00+00:00,9999.00,10186.80
2024-01-22T13:27:00+00:00,9999.00,10177.68
2024-01-22T13:57:00+00:00,9999.00,10160.88
2024-01-22T14:27:00+00:00,9999.00,10163.76
2024-01-22T14:57:00+00:00,9999.00,10163.28
2024-01-22T15:27:00+00:00,9999.00,10145.64
2024-01-22T15:57:00+00:00,9999.00,10118.16
2024-01-22T16:27:00+00:00,9999.00,10142.64
2024-01-22T16:57:00+00:00,9999.00,10150.32
2024-01-22T17:27:00+00:00,9999.00,10138.32
2024-01-22T17:57:00+00:00,9999.00,10136.76
2024-01-22T18:27:00+00:00,9999.00,10113.12
2024-01-22T18:57:00+00:00,9999.00,10133.28
2024-01-22T19:27:00+00:00,9999.00,10119.12
2024-01-22T19:57:00+00:00,9999.00,10124.40
2024-01-22T20:27:00+00:00,9999.00,10134.24
2024-01-22T20:57:00+00:00,9999.00,10122.96
2024-01-22T21:28:00+00:00,9999.00,10116.96
2024-01-22T21:59:00+00:00,9999.00,10119.12
2024-01-22T22:59:00+00:00,9999.00,10118.40
2024-01-22T23:36:00+00:00,9999.00,10125.84
2024-01-23T00:27:00+00:00,9999.00,10124.64
2024-01-23T09:06:00+00:00,9999.00,10114.32
2024-01-23T09:39:00+00:00,9999.00,10121.52
2024-01-23T10:20:00+00:00,9999.00,10120.08
2024-01-23T11:19:00+00:00,9999.00,10120.08
2024-01-23T12:03:00+00:00,9999.00,10128.72
2024-01-23T12:36:00+00:00,9999.00,10130.16
2024-01-23T13:06:00+00:00,9999.00,10138.08
2024-01-23T13:36:00+00:00,9999.00,10152.96
2024-01-23T14:06:00+00:00,9999.00,10146.00
2024-01-23T14:36:00+00:00,9999.00,10116.24
2024-01-23T15:06:00+00:00,9999.00,10127.49
2024-01-23T15:36:00+00:00,9999.00,10122.48
2024-01-23T16:06:00+00:00,9999.00,10131.00
2024-01-23T16:36:00+00:00,9999.00,10112.40
2024-01-23T17:06:00+00:00,9999.00,10121.16
2024-01-23T17:36:00+00:00,9999.00,10116.96
2024-01-23T18:06:00+00:00,9999.00,10134.36
2024-01-23T18:36:00+00:00,9999.00,10126.83
2024-01-23T19:06:00+00:00,9999.00,10131.12
2024-01-23T19:36:00+00:00,9999.00,10129.68
2024-01-23T20:06:00+00:00,9999.00,10146.48
2024-01-23T20:36:00+00:00,9999.00,10146.96
2024-01-23T21:06:00+00:00,9999.00,10159.68
2024-01-23T21:36:00+00:00,9999.00,10171.20
2024-01-23T22:06:00+00:00,9999.00,10177.20
2024-01-23T22:58:00+00:00,9999.00,10177.68
2024-01-23T23:32:00+00:00,9999.00,10188.72
2024-01-24T00:09:00+00:00,9999.00,10188.00
2024-01-24T00:49:00+00:00,9999.00,10190.40
2024-01-24T09:19:00+00:00,9999.00,10232.40
2024-01-24T10:01:00+00:00,9999.00,10242.00
2024-01-24T10:47:00+00:00,9999.00,10232.40
2024-01-24T11:32:00+00:00,9999.00,10232.40
2024-01-24T12:12:00+00:00,9999.00,10236.00
2024-01-24T12:43:00+00:00,9999.00,10242.96
2024-01-24T13:15:00+00:00,9999.00,10254.00
2024-01-24T13:45:00+00:00,9999.00,10248.00
2024-01-24T14:15:00+00:00,9999.00,10248.00
2024-01-24T14:45:00+00:00,9999.00,10232.88
2024-01-24T15:15:00+00:00,9999.00,10265.52
2024-01-24T15:45:00+00:00,9999.00,10297.44
2024-01-24T16:15:00+00:00,9999.00,10260.24
2024-01-24T16:45:00+00:00,9999.00,10268.64
2024-01-24T17:15:00+00:00,9999.00,10285.92
2024-01-24T17:45:00+00:00,9999.00,10306.56
2024-01-24T18:15:00+00:00,9999.00,10280.88
2024-01-24T18:45:00+00:00,9999.00,10264.32
2024-01-24T19:15:00+00:00,9999.00,10250.88
2024-01-24T19:45:00+00:00,9999.00,10255.17
2024-01-24T20:15:00+00:00,9999.00,10227.48
2024-01-24T20:45:00+00:00,9999.00,10238.16
2024-01-24T21:15:00+00:00,9999.00,10202.40
2024-01-24T21:45:00+00:00,9999.00,10217.04
2024-01-24T22:17:00+00:00,9999.00,10222.08
2024-01-24T22:54:00+00:00,9999.00,10217.28
2024-01-24T23:29:00+00:00,9999.00,10211.04
2024-01-25T00:05:00+00:00,9999.00,10210.56
2024-01-25T00:42:00+00:00,9999.00,10211.76
2024-01-25T09:15:00+00:00,9999.00,10222.32
2024-01-25T09:55:00+00:00,9999.00,10231.92
2024-01-25T10:33:00+00:00,9999.00,10217.28
2024-01-25T11:35:00+00:00,9999.00,10224.96
2024-01-25T12:07:00+00:00,9999.00,10246.08
2024-01-25T12:39:00+00:00,9999.00,10240.32
2024-01-25T13:09:00+00:00,9999.00,10235.57
2024-01-25T13:39:00+00:00,9999.00,10264.56
2024-01-25T14:09:00+00:00,9999.00,10273.44
2024-01-25T14:39:00+00:00,9999.00,10262.16
2024-01-25T15:09:00+00:00,9999.00,10266.00
2024-01-25T15:39:00+00:00,9999.00,10266.24
2024-01-25T16:09:00+00:00,9999.00,10268.88
2024-01-25T16:39:00+00:00,9999.00,10279.20
2024-01-25T17:09:00+00:00,9999.00,10260.22
2024-01-25T17:39:00+00:00,9999.00,10242.00
2024-01-25T18:09:00+00:00,9999.00,10245.84
2024-01-25T18:39:00+00:00,9999.00,10220.88
2024-01-25T19:09:00+00:00,9999.00,10181.04
2024-01-25T19:39:00+00:00,9999.00,10192.80
2024-01-25T20:09:00+00:00,9999.00,10217.04
2024-01-25T20:39:00+00:00,9999.00,10215.12
2024-01-25T21:09:00+00:00,9999.00,10209.60
2024-01-25T21:39:00+00:00,9999.00,10207.68
2024-01-25T22:09:00+00:00,9999.00,10200.00
2024-01-25T22:43:00+00:00,9999.00,10193.05
2024-01-25T23:16:00+00:00,9999.00,10178.64
2024-01-25T23:47:00+00:00,9999.00,10179.12
2024-01-26T00:19:00+00:00,9999.00,10170.48
2024-01-26T00:50:00+00:00,9999.00,10175.76
2024-01-26T09:22:00+00:00,9999.00,10147.68
2024-01-26T09:56:00+00:00,9999.00,10170.00
2024-01-26T10:28:00+00:00,9999.00,10180.56
2024-01-26T11:03:00+00:00,9999.00,10175.76
2024-01-26T11:35:00+00:00,9999.00,10181.28
2024-01-26T12:07:00+00:00,9999.00,10190.16
2024-01-26T12:37:00+00:00,9999.00,10203.12
2024-01-26T13:07:00+00:00,9999.00,10201.44
2024-01-26T13:38:00+00:00,9999.00,10180.80
2024-01-26T14:08:00+00:00,9999.00,10192.80
2024-01-26T14:38:00+00:00,9999.00,10182.24
2024-01-26T15:08:00+00:00,9999.00,10171.20
2024-01-26T15:38:00+00:00,9999.00,10210.32
2024-01-26T16:08:00+00:00,9999.00,10218.48
2024-01-26T16:38:00+00:00,9999.00,10203.84
2024-01-26T17:08:00+00:00,9999.00,10221.60
2024-01-26T17:38:00+00:00,9999.00,10177.68
2024-01-26T18:08:00+00:00,9999.00,10171.68
2024-01-26T18:38:00+00:00,9999.00,10178.64
2024-01-26T19:08:00+00:00,9999.00,10175.28
2024-01-26T19:38:00+00:00,9999.00,10177.92
2024-01-26T20:08:00+00:00,9999.00,10184.64
2024-01-26T20:38:00+00:00,9999.00,10168.80
2024-01-26T21:08:00+00:00,9999.00,10160.40
2024-01-26T21:38:00+00:00,9999.00,10154.88
2024-01-26T22:09:00+00:00,9999.00,10155.84
2024-01-26T22:58:00+00:00,9999.00,10160.40
2024-01-26T23:57:00+00:00,9999.00,10158.96
2024-01-27T00:56:00+00:00,9999.00,10159.20
2024-01-29T09:26:00+00:00,9999.00,10181.28
2024-01-29T10:21:00+00:00,9999.00,10190.88
2024-01-29T11:10:00+00:00,9999.00,10191.36
2024-01-29T11:54:00+00:00,9999.00,10194.24
2024-01-29T12:31:00+00:00,9999.00,10193.52
2024-01-29T13:03:00+00:00,9999.00,10185.36
2024-01-29T13:33:00+00:00,9999.00,10179.84
